aname,bname
小儿法洛四联症,咯血
小儿法洛四联症,头痛
小儿法洛四联症,意识障碍
小儿法洛四联症,脑脓肿
H7N9型禽流感,心动过缓
抑郁性神经症,头痛
大肠埃希杆菌性胃肠炎,脱水
巧克力囊肿,腹膜炎
大肠脂肪瘤,肠套叠
大动脉炎,心肌梗死
癔球症,吞咽困难
小儿房室传导阻滞,猝死
癔症,便秘
小儿非霍奇金淋巴瘤,肠套叠
小儿非内脂性网状内皮增殖综合征,肺纤维化
小儿肥厚型心肌病,猝死
大脑凸面脑膜瘤,脑膜炎
谵妄综合征及有关疾病,痴呆
大网膜肿瘤,腹水
小儿腓骨肌萎缩症,肌肉萎缩
小儿肺出血-肾炎综合征,便血
急性尿道炎,流产
单侧肺气肿,呼吸衰竭
小儿肺脓肿,脓胸
单纯肾异位,隐睾
小儿肺泡性蛋白沉积症,呼吸衰竭
小儿肺栓塞,肾病综合征
小儿肺栓塞,营养不良
小儿肺水肿,呼吸性酸中毒
单纯性寰枢椎脱位,瘫痪
小儿肺炎链球菌脑膜炎,脑疝
体寒,月经不调
单核细胞白血病,贫血
子宫内膜不规则脱落,贫血
小儿干扰素-γ受体缺陷病,血管炎
小儿肝母细胞瘤,上消化道出血
胆道运动功能障碍,腹痛
小儿肝衰竭,低钠血症
错构瘤,肺不张
小儿肝素-血小板减少-血栓形成综合征,心肌梗死
多肌炎,心律失常
苯海拉明中毒,心律失常
小儿肝性脑病,脑疝
小儿肝硬化,肝肾综合征
胆囊平滑肌肉瘤,腹水
小儿肝肿瘤,贫血
小儿感染性休克,肾功能衰竭
稻农皮炎,细菌感染
小儿高免疫球蛋白E综合征,疱疹
小儿高免疫球蛋白E综合征,骨质疏松
低镁血症,低钾血症
小儿高黏稠综合征,紫癜
低钠血症,脑水肿
低血压,心绞痛
骶骨骨折,休克
Rotor综合征,腹痛
小儿汞中毒,昏迷
小儿汞中毒,共济失调
毒蛇咬伤,昏迷
对乙酰氨基酚中毒,腹痛
侧颅底肿瘤,嗅觉障碍
典型预激综合征,猝死
不完全性肠梗阻,腹胀
II型肾小管性酸中毒,肾功能衰竭
小儿骨髓增生异常综合征,败血症
淀粉样变病和淀粉样关节病,心律失常
肠系膜血管缺血性疾病,腹痛
小儿骨与关节结核,营养不良
小儿关节过度活动综合征,扁平足
淀粉样变心肌病,心绞痛
淀粉样变性,肺不张
淀粉样变性周围神经病,巨舌
小儿海蓝组织细胞增生症,紫癜
冬眠瘤,脂肪瘤
传导性耳聋,脑膜炎
小儿红白血病,败血症
窦房传导阻滞,低血压
小儿后尿道瓣膜,败血症
窦室传导,瘫痪
河豚毒素中毒,呼吸衰竭
创伤性耳聋,眩晕
小儿呼吸道合胞病毒肺炎,心力衰竭
耳廓外伤,耳聋
窦性组织细胞增生伴巨大淋巴结病,贫血
小儿呼吸衰竭,肺栓塞
小儿坏死性龈口炎,口臭
毒性弥漫性甲状腺肿,吞咽困难
毒鱼刺伤,心律失常
小儿蛔虫性肠梗阻,腹膜炎
杜波组织胞浆菌病,贫血
耳外伤,耳聋
短P-R综合征,猝死
小儿混合性结缔组织病,心律失常
短肠综合征,营养不良
小儿获得性免疫缺陷综合征,贫血
唇腭裂,骨裂
鼻窦粘液囊肿,脑疝
小儿基底细胞痣综合征,隐睾
小儿吉兰-巴雷综合征,腹泻
小儿急进性肾小球肾炎,贫血
肺动脉闭锁,心力衰竭
小儿急性非淋巴细胞性白血病,头痛
小儿急性横贯性脊髓炎,瘫痪
反射性晕厥,昏迷
多房棘球蚴病,胸腔积液
麻黄碱中毒,呼吸衰竭
肺静脉异位引流,心律失常
马桑果中毒,呼吸衰竭
曼陀罗中毒,昏迷
多肾盏畸形,肾结石
多系统器官功能衰竭,昏迷
小儿急性偏瘫,吞咽困难
鼻前颅底肿瘤,脑脊液鼻漏
木薯中毒,呼吸衰竭
鼻骨瘤,脑脊液鼻漏
多源性房性心动过速,心力衰竭
房室交界区性逸搏,低血压
棉子中毒,呼吸衰竭
小儿急性上呼吸道感染,败血症
淋巴管平滑肌瘤,乳糜胸
拟除虫菊类农药中毒,昏迷
小儿急性髓样白血病,意识障碍
多灶性运动神经病,重症肌无力
小儿急性胃炎,休克
粉碎性骨折,休克
Ⅱ型免疫母细胞性淋巴腺病,脾大
小儿急性血行播散型肺结核,咯血
鼻中隔血肿及脓肿,鼻中隔穿孔
额外肾,尿失禁
小儿急性中毒性脑病,脑疝
胆管炎性狭窄,胆囊结石
小儿脊髓损伤,瘫痪
小儿脊髓性肌萎缩,营养不良
恶性高血压视网膜病变,骨质疏松
小儿继发性腹膜炎,败血症
恶性脑膜瘤,颅内出血
恶性萎缩性丘疹病,腹膜炎
恶性胸腔积液,心力衰竭
胆脂瘤型中耳炎,脑膜炎
泌尿生殖系损伤,尿潴留
鳄皮婴儿综合征,败血症
小儿家族性非溶血性黄疸综合征,腹胀
二度房室传导阻滞,晕厥
小儿家族性嗅神经-性发育不全综合征,唇腭裂
小儿家族性自主神经失调综合征,共济失调
闭锁综合征,败血症
小儿甲基丙二酸血症,低血糖症
小儿甲状旁腺功能减退症,低血压
小儿甲状腺功能亢进症,闭经
颈部水囊瘤,吞咽困难
小儿贾第虫病,贫血
二氧化氮中毒,气胸
二氧化硫中毒,呼吸衰竭
颈动脉盗血综合征,动脉粥样硬化
淋巴癌,腹泻
淋巴癌,腹痛
淋巴癌,吞咽困难
淋巴癌,吸收不良综合征
发疱性甲虫皮炎,头痛
黄斑前膜,视网膜脱离
小儿尖端扭转型室性心动过速,猝死
小儿尖头并指趾综合征,瘫痪
小儿结节病,血尿
反射性交感神经营养不良综合征,骨质疏松
小儿结节性多动脉炎,蛋白尿
躯体性神经病,瘫痪
小儿结节性甲状腺肿,吞咽困难
颈内动脉海绵窦瘘,头痛
体温过低,猝死
小儿近端肾小管酸中毒,低钾血症
泛发性毛囊错构瘤,肺不张
小儿进行性骨干发育不良,贫血
范科尼综合征,肾结石
房室交接区逸搏和逸搏心律,低血压
房室结折返性心动过速,低血压
宫颈癌前病变,肾功能衰竭
小儿巨大膀胱-巨大输尿管综合征,贫血
房室折返性心动过速,低血压
小儿巨大血小板综合征,贫血
低血容量性休克,休克
小儿巨幼细胞性贫血,鼻出血
小儿军团病,呼吸衰竭
小儿军团病,胸腔积液
小儿军团病肾病,呼吸衰竭
股外侧皮神经病,腹部肿块
小儿抗利尿激素分泌异常综合征,昏迷
放射性视网膜病变,视网膜脱离
喉结核,咳嗽
放射性心包炎,心包积液
放射性心包炎,缩窄性心包炎
小儿克山病,心律失常
放射性心脏损害,心律失常
小儿空鞍综合征,脑脊液鼻漏
放射性周围神经病,舌咽神经损伤
急腹症,休克
小儿库欣综合征,心力衰竭
骨软骨病,肌肉萎缩
小儿狂犬病,心律失常
小儿狂犬病,低血压
小儿狂犬病,体温过低
急性肠炎,贫血
小儿溃疡性结肠炎,肾结石
骨髓增生性疾病,贫血
骨髓增生性疾病,系统性血管炎
非结核分枝杆菌性角膜炎,角膜溃疡
小儿赖氏综合征,脑疝
小儿蓝尿布综合征,视神经萎缩
骨损伤,截瘫
小儿狼疮肾炎,肾功能衰竭
非梭状芽胞杆菌肌坏死,肾功能衰竭
小儿类白血病反应,贫血
急性脑血管病,肾功能衰竭
非特异性间质肺炎,呼吸衰竭
小儿利斯特菌病,共济失调
中暑痉挛,昏迷
中暑痉挛,腹泻
中暑痉挛,呼吸性碱中毒
中暑痉挛,低钾血症
中暑痉挛,低镁血症
小儿两性畸形,隐睾
小儿淋巴细胞间质性肺炎,肺纤维化
小儿淋巴样息肉,贫血
非阵发性交接区性心动过速,心律失常
喉乳头状瘤,吞咽困难
肥大细胞白血病,休克
疱疹性咽峡炎,脑膜炎
小儿流行性喘憋性肺炎,代谢性酸中毒
新生儿肺炎,脓胸
煤气中毒,蛋白尿
小儿颅内出血,意识障碍
肺部粪类圆线虫病,脑脓肿
小儿颅内肿瘤,性早熟
小儿颅脑损伤,脑疝
肺部钩虫病,贫血
小儿卵巢肿瘤,性早熟
脊椎病,心律失常
脊椎病,瘫痪
脊椎病,乳房疼痛
小儿轮状病毒性肠炎,脱水
进食障碍,心律失常
进食障碍,腹痛
进食障碍,便秘
进食障碍,腹胀
进食障碍,低钾血症
进食障碍,低镁血症
小儿脉络丛乳头状瘤,共济失调
壶腹周围癌,败血症
小儿曼氏迭宫绦虫病和曼氏裂头蚴病,昏迷
肺弓形体病,心包积液
黄曲霉素中毒,昏迷
小儿慢性充血性脾肿大,便血
十二指肠损伤,败血症
肺蛔虫病,肺栓塞
小儿慢性肺炎,贫血
肺荚膜组织胞浆菌病,呼吸衰竭
小儿慢性骨髓炎,肌肉萎缩
泪腺囊样腺癌,眼球突出
肺假性淋巴瘤,便血
小儿慢性粒细胞白血病,急性呼吸窘迫综合征
肺良性淋巴细胞血管炎和肉芽肿病,心肌梗死
挤压综合征,肾功能衰竭
酒精性肝硬化,上消化道出血
酒精性肝硬化,肝肾综合征
尿毒症,心律失常
尿毒症,心力衰竭
尿毒症,肾功能衰竭
肺毛霉病,心肌梗死
喉肿瘤,败血症
肺囊性纤维化,咯血
肺诺卡菌病,败血症
酒精中毒性精神障碍,便秘
肺泡微结石症,呼吸衰竭
肺球孢子菌病,咯血
脊髓损伤,便秘
脊髓损伤,上消化道出血
肺嗜酸细胞组织细胞增生症,气胸
脊髓小脑性共济失调,心力衰竭
肺嗜酸性粒细胞浸润症,心力衰竭
巨乳症,湿疹
小儿毛细支气管炎,代谢性酸中毒
小儿毛细支气管炎,脱水
多发梗塞性痴呆,肾功能衰竭
肺鼠疫,呼吸衰竭
小儿霉甘蔗中毒,呼吸衰竭
肺炭疽,呼吸衰竭
肺血管炎,角膜炎
肺血吸虫病,心力衰竭
小儿面部偏侧肥大综合征,坐骨神经痛
双行睫,倒睫
多毛症,库欣综合征
肺芽生菌病,脓胸
小儿莫拉雷脑膜炎,昏迷
脊柱结核,脓胸
脊柱结核,截瘫
肺炎链球菌败血症,腹膜炎
小儿内脏幼虫移行症,肺纤维化
肺炎链球菌性肺炎,败血症
淋巴瘤,细菌感染
慢性肾上腺皮质功能减退症,昏迷
小儿囊性纤维性变,咯血
口腔颌面部间隙感染,败血症
肺组织细胞增生症,气胸
脊柱转移癌,眩晕
费尔蒂综合征,贫血
寄生虫病,腹膜炎
小儿脑积水,腹痛
继发性高血压,心力衰竭
继发性高血压,肾功能衰竭
气性坏疽病,昏迷
纤维肌痛综合症,睡眠障碍
妇产科静脉血栓病,猝死
弓形体脑病,腹膜炎
妇女多毛症,月经不调
小儿脑脓肿,脑疝
念珠菌阴道炎,外阴瘙痒
小儿脑水肿与颅内高压综合征,呼吸衰竭
复发性多软骨炎,贫血
小儿脑血管畸形,心力衰竭
小儿脑震荡,失眠
小儿尼曼-皮克病,共济失调
小儿黏多糖贮积病Ⅳ型,截瘫
脑栓塞,心律失常
复发性腹膜后肿瘤,腹膜炎
小脑扁桃体下疝,脑积水
甲状旁腺功能亢进,腹痛
甲状旁腺功能亢进,便秘
甲状旁腺功能亢进,腹胀
甲状旁腺功能亢进,骨质疏松
甲状旁腺功能亢进,瘫痪
小儿黏多糖贮积症,耳聋
复发性溃疡,腹泻
间质性肺炎,呼吸衰竭
先天性肛门直肠狭窄,脱水
小儿脓胸,腹膜炎
内眦赘皮,倒睫
小儿女性性早熟,卵巢囊肿
副伤寒,心包炎
乳头乳晕角化过度症,乳房肿块
副神经节起源的肿瘤,头痛
副神经损伤与卡压,肌肉萎缩
小儿脾大,溶血性贫血
小儿脾外伤,休克
小儿片吸虫病,贫血
小儿偏头痛,眼球震颤
曲霉菌病,大咯血
副肿瘤性脊髓病,痴呆
小儿嘌呤核苷酸磷酸化酶缺乏,共济失调
先天性耳前瘘管,脓肿
副肿瘤性小脑变性,痴呆
双主动脉弓,心律失常
小儿葡萄糖-6-磷酸脱氢酶缺乏症,贫血
腹壁切口疝,腹痛
腹壁挫伤,心律失常
腹膜后脓肿,腹膜炎
先天性冠状动脉瘤,心肌梗死
小儿葡萄状肉瘤,尿潴留
小儿普通易变型免疫缺陷,溶血性贫血
小儿普通易变型免疫缺陷,血小板减少性紫癜
股疝,脓肿
角膜老年环,角膜溃疡
小儿期前收缩,心绞痛
慢性阑尾炎,脓肿
小儿槭糖尿病,共济失调
肛门周围癌,血尿
腹部肿块,腹痛
口腔癌,营养不良
接触性睑皮炎,结膜充血
腹股沟滑动性疝,腹痛
腹腔干动脉瘤,休克
小儿迁延与慢性腹泻,休克
腹水,多发性神经炎
星形细胞瘤,脑水肿
脓胸,咳嗽
咽部乳头状瘤,吞咽困难
腹直肌自发性破裂,腹胀
先天性小耳畸形,髋关节脱位
胎盘部位滋养细胞肿瘤,蜘蛛痣
小儿球形细胞脑白质营养不良,共济失调
卵巢早衰,闭经
腹主动脉腔静脉瘘,便血
小儿全远端型肾小管酸中毒,猝死
腹主动脉缩窄,心力衰竭
先天性眼睑缺损,眼睑闭合不全
羊水过少,胎儿窘迫
葡萄糖磷酸异构酶缺乏症,贫血
结直肠癌,便秘
小儿热性惊厥,斜视
全葡萄膜炎,视神经萎缩
小儿人类细小病毒B19感染,贫血
先兆流产,休克
小儿溶血尿毒综合征,代谢性酸中毒
小儿溶血性贫血,休克
小儿高热,昏迷
小儿软骨发育不全,营养不良
肝肺综合征,腹水
小儿惊厥,共济失调
肝性卟啉病,腹胀
肝血管肉瘤,溶血性贫血
小儿散发性甲状腺肿,吞咽困难
肝炎病毒相关风湿病,腹水
小儿色素荨麻疹,腹泻
鼻中隔脓肿,脑脓肿
肝脏类癌,腹胀
耵聍栓塞,耳聋
肝脏外伤,休克
肝脏外伤,败血症
肝脏外伤,贫血
小儿神经白塞综合征,截瘫
头虱,细菌感染
甲状舌骨囊肿与瘘,吞咽困难
颧骨颧弓骨折,眼球内陷
小儿神经性贪食,闭经
慢性鼻炎,耳聋
肝肿瘤,贫血
突发性耳聋,耳聋
脑动脉盗血综合征,共济失调
小儿肾病综合征,营养不良
小肠破裂,休克
小儿肾淀粉样变性,代谢性酸中毒
小儿肾淀粉样变性,低钾血症
小儿肾淀粉样变性,肾性糖尿
肛管内括约肌痉挛性收缩,代谢性碱中毒
小儿肾静脉血栓形成,肾功能衰竭
先天性耳聋,耳聋
缺血性脑卒中,肺栓塞
小儿肾上腺皮质与髓质增生并存综合征,头痛
咽部结核,营养不良
高催乳素血症,骨质疏松
脑脊液鼻漏,低颅压综合征
高度房室传导阻滞,猝死
小儿肾性贫血,心力衰竭
高钙血症,肾结石
小儿肾性糖尿,脱水
小儿渗出性多形性红斑,胸腔积液
小儿渗出性多形性红斑,肺不张
高钙血症肾病,吞咽困难
高钙血症肾病,共济失调
高钙血症肾病,肾性糖尿
热痉挛,低镁血症
小儿生殖细胞瘤,贫血
血管网状细胞瘤,脑水肿
高钠血症,休克
小儿石膏综合征,低钾血症
疱疹性角膜炎,角膜溃疡
小儿食物变态反应,心律失常
神经性耳鸣,失眠
高血压病视网膜病变,视网膜动脉阻塞
小儿食物中毒,昏迷
小儿史-约综合征,血尿
高原肺水肿,心力衰竭
男性生殖器畸形,输精管堵塞
小儿溃疡性口炎,脱水
维生素A摄入过多,动脉导管未闭
小儿视神经胶质瘤,性早熟
神经炎,瘫痪
小儿视网膜色素变性-肥胖-多指综合征,耳聋
高脂蛋白血症Ⅰ型,心肌梗死
阴囊湿疹,外阴瘙痒
小儿室间隔缺损,心力衰竭
脑血管病,肾功能衰竭
脑血管病,脑疝
小儿嗜铬细胞瘤,血尿
森林脑炎,瘫痪
剥脱性角质松解症,多汗症
小儿风疹,血尿
高致病性禽流感病毒感染,休克
高致病性禽流感病毒感染,胸腔积液
高致病性禽流感病毒感染,败血症
高致病性禽流感病毒感染,急性呼吸窘迫综合征
胃肿瘤,腹膜炎
亚健康,失眠
脑血管痉挛,耳鸣
小儿嗜血性流行性感冒杆菌脑膜炎,耳聋
小儿嗜血性流行性感冒杆菌脑膜炎,脑积水
小儿嗜血性流行性感冒杆菌脑膜炎,脑脓肿
工业中毒所致的精神障碍,睡眠障碍
红皮病,败血症
红皮病,脾大
弓形体病性巩膜炎,视神经萎缩
脑血管硬化,痴呆
肱骨头骨折,粉碎性骨折
小儿髓母细胞瘤,脑积水
钩端螺旋体病神经系统表现,肾功能衰竭
钩端螺旋体肺炎,脑膜炎
枸橼酸杆菌肺炎,脓肿
小儿糖原贮积病Ⅱ型,呼吸衰竭
小儿糖原贮积病Ⅵ型,血脂异常
脑源性晕厥,尿失禁
小儿糖原贮积病Ⅸ型,蛋白尿
口唇疱疹,脑膜炎
小儿烫伤,败血症
恶性骨肿瘤,贫血
小儿特发性肺含铁血黄素沉着症,咯血
小儿特发性肺纤维化,呼吸衰竭
小儿弱视,角膜炎
小儿特发性尿钙增多症,甲状旁腺功能亢进
腋臭,失眠
眼睑闭合不全,上睑下垂
小儿特发性血小板减少性紫癜,血尿
鱼鳞病,共济失调
维生素D中毒,肾功能衰竭
颞下颌关节病,耳鸣
小儿铜缺乏症综合征,贫血
甲状腺功能亢进伴发的精神障碍,失眠
小儿外部性脑积水,面肌抽搐
小儿大肠杆菌肠炎,腹泻
冠状动脉异常起源于肺动脉,猝死
小儿晚发性维生素K缺乏病,颅内出血
冠状动脉异常起源主动脉,猝死
谵妄综合征,意识障碍
小儿韦格纳肉芽肿,偏瘫
中暑,昏迷
中暑,头痛
中暑,意识障碍
中暑,呼吸衰竭
中暑,休克
中暑,心力衰竭
中暑,脑水肿
小儿维生素A缺乏病,脑积水
手汗症,多汗症
甲型H1N1流感,呼吸衰竭
小儿维生素D缺乏性佝偻病,贫血
头皮撕脱伤,贫血
大咯血,肺不张
小儿维生素D缺乏性手足搐搦症,脑水肿
儿童腺样体肥大,头痛
广州管圆线虫病,脑积水
小儿胃结块症,腹膜炎
盆腔肿瘤,腹水
小儿无甲状腺性克汀病,肾上腺危象
小儿肥胖通气不良综合征,心律失常
小儿肥胖通气不良综合征,肺栓塞
小儿肥胖通气不良综合征,猝死
小儿肥胖通气不良综合征,闭经
视网膜震荡,视网膜脱离
小儿戊型病毒性肝炎,腹膜炎
心源性休克,心律失常
氨基酸代谢病,共济失调
B链球菌群感染,败血症
过度通气综合征,呼吸性碱中毒
巴斯德菌肺炎,败血症
小儿细菌感染性口炎,口腔溃疡
系膜毛细血管性肾小球肾炎,肾功能衰竭
胃出血,休克
Hughes-Stovin综合征,大咯血
小儿下丘脑错构瘤,性早熟
肠气囊肿,肠套叠
小儿先天性白细胞颗粒异常综合征,溶血性贫血
肠侵袭性大肠埃希杆菌感染,贫血
海胆刺伤及海胆肉芽肿,瘫痪
系膜增生性肾小球肾炎,肾功能衰竭
海洛因肾脏病,淀粉样变性
肠系膜上动脉血栓形成,休克
海绵状血管瘤血小板减少综合征,鼻出血
小儿先天性高氨血症,昏迷
寒冷性脂膜炎,休克
小儿热带嗜酸性粒细胞增多症,肝大
小儿先天性光敏感性卟啉症,疱疹
增殖型天疱疮,败血症
汉坦病毒肺综合征,心律失常
汉坦病毒肺综合征,低血压
汉坦病毒肺综合征,休克
汉坦病毒肺综合征,心力衰竭
常现丝虫病,心力衰竭
膀胱鳞状细胞癌,尿潴留
汗孔周围炎及多发性汗腺脓肿,败血症
小儿先天性甲状腺功能减低症,胸腔积液
阻生齿,牙列拥挤
丛状血管瘤,腹水
小儿先天性肾病综合征,慢性肾功能不全
合并马蹄肾的腹主动脉瘤,肾结石
小儿先天性肾上腺皮质增生症,闭经
小儿阵发性心动过速,心绞痛
大肠埃希杆菌肺炎,胸腔积液
单纯性乳腺增生症,乳房肿块
小儿先天性外胚层发育不良综合征,吞咽困难
小儿先天性外胚层发育不良综合征,共济失调
小儿先天性外胚层发育不良综合征,中暑
小儿先天性斜颈,血管炎
小儿先天性直肠肛门畸形,便秘
小儿先天性直肠肛门畸形,脱水
褶烂,湿疹
中毒性细菌性痢疾,急性呼吸窘迫综合征
小儿先天性主动脉瓣狭窄,动脉导管未闭
亨廷顿病,偏头痛
横位难产,胎膜早破
小儿限制型心肌病,心律失常
小儿限制型心肌病,心包积液
小儿限制型心肌病,腹水
高尿酸血症肾病,肾功能衰竭
高尿酸血症肾病,肾结石
隐匿型冠状动脉粥样硬化性心脏病,心律失常
隐匿型冠状动脉粥样硬化性心脏病,心力衰竭
小儿中耳炎,脓肿
小儿腺病毒性肺炎,腹痛
小儿腺病毒性肺炎,肺不张
子宫肉瘤,腹水
小儿腺苷脱氨酶缺乏,神经性耳聋
小儿消化道出血,休克
视神经疾病,视神经萎缩
真菌性甲沟炎,脓肿
小儿心房扑动,猝死
婴幼儿化脓性淋巴结炎,脓肿
小儿心肌炎,心律失常
小儿心肌炎,心力衰竭
小儿心肌炎,心动过缓
小儿心力衰竭,心力衰竭
成人T细胞白血病,呼吸衰竭
小儿新变异型克罗伊茨费尔特-雅各布病,痴呆
化脓性颅骨骨髓炎,脑积水
化脓性颅骨骨髓炎,瘫痪
化脓性颅骨骨髓炎,脑脓肿
化脓性颅骨骨髓炎,脑膜炎
小儿星形细胞瘤,脑积水
化脓性门静脉炎,腹膜炎
心动过缓,心绞痛
化脓性脑膜炎,脑积水
化脓性脑膜炎,瘫痪
化脓性脑膜炎,脑脓肿
点状内层脉络膜病变,视网膜脱离
纵膈肿瘤,吞咽困难
化脓性眼内炎,视网膜脱离
小儿选择性免疫球蛋白G亚类缺陷病,腹泻
室性心律失常,晕厥
骶尾部畸胎瘤,便秘
心脏损伤,心律失常
泄殖腔外翻,脊柱裂
坏死性筋膜炎,休克
主动脉口狭窄,心力衰竭
小儿血管网状细胞瘤,共济失调
小儿血管性血友病,休克
先天自愈性朗格汉斯组织细胞增生症,败血症
先天性结肠狭窄和闭锁,腹膜炎
鼻窦鳞状细胞癌的眼部病变,视神经萎缩
主-肺动脉间隔缺损,心力衰竭
小儿血小板无力症,血尿
黄体囊肿,急腹症
小儿血友病,头痛
日光角化病,鳞状细胞癌
灰泥角化病,细菌感染
冻伤,休克
重复肾盂输尿管畸形,尿潴留
回旋状脉络膜视网膜萎缩,眼球震颤
小儿雅司病,骨质疏松
单发性毛鞘瘤,败血症
蛔虫性急性胰腺炎,腹痛
蛔虫性急性胰腺炎,败血症
高免疫球蛋白E综合征,脓胸
高免疫球蛋白E综合征,骨质疏松
小儿亚硝酸盐中毒,昏迷
会阴下降综合征,便秘
汞皮炎,过敏性皮炎
小儿烟酸缺乏病,谵妄
小儿烟酸缺乏病,闭经
小儿烟酸缺乏病,贫血
小儿烟酸缺乏病,性欲减退
混合型卟啉病,疱疹
小儿淹溺,心律失常
小儿淹溺,呼吸衰竭
小儿淹溺,休克
小儿严重急性呼吸综合征,呼吸衰竭
混合型肾小管性酸中毒,代谢性酸中毒
混合型肾小管性酸中毒,低钾血症
混合型肾小管性酸中毒,肾结石
混合型肾小管性酸中毒,神经性耳聋
蛛网膜囊肿,偏瘫
小儿炎症性肠病,低钾血症
食管良性肿瘤,昏迷
小儿眼-脑-肾综合征,隐睾
获得性免疫缺陷综合征,败血症
大疱性表皮松解,鳞状细胞癌
获得性免疫缺陷综合征的消化系统损害,腹泻
小儿药物变态反应,血管炎
鼻孢子虫病,腹水
获得性免疫缺陷综合征的心血管损害,心肌梗死
灼痛,肌肉萎缩
小儿药物性肾损害,肾病综合征
新生儿脐炎,败血症
新生儿脐炎,腹膜炎
小儿药物诱发的溶血性贫血,肾功能衰竭
获得性视网膜劈裂,视网膜脱离
小儿一氧化碳中毒,瘫痪
小儿一氧化碳中毒,痴呆
小儿一氧化碳中毒,脑水肿
舌骨骨折,吞咽困难
小儿衣原体肺炎,贫血
获得性维生素K依赖性凝血因子异常,血小板减少性紫癜
小儿遗传性大疱性表皮松解症,心律失常
小儿遗传性大疱性表皮松解症,败血症
小儿遗传性共济失调,心律失常
小儿遗传性共济失调,视神经萎缩
丹吉尔病,心肌梗死
小儿遗传性痉挛性截瘫,共济失调
小儿遗传性痉挛性截瘫,视神经萎缩
大网膜囊肿,腹膜炎
基底核钙化症,痴呆
小儿遗传性口形细胞增多症,贫血
藏毛性疾病,鳞状细胞癌
小儿遗传性慢性进行性肾炎,肾功能衰竭
急进性肾小球肾炎,胸腔积液
急进性肾小球肾炎,腹水
急进性肾小球肾炎,肾功能衰竭
急进性肾小球肾炎,贫血
小儿遗传性球形红细胞增多症,胆囊结石
路易体痴呆,睡眠障碍
急性肠系膜上动脉栓塞或血栓形成,休克
小儿遗传性血管神经性水肿,偏瘫
急性肠系膜上静脉血栓形成,腹膜炎
盆底综合征,直肠脱垂
烫伤,休克
烫伤,败血症
急性附件炎,慢性盆腔疼痛
小儿异染性脑白质营养不良,共济失调
急性化脓性甲状腺炎,脓肿
急性化脓性甲状腺炎,心包炎
小儿硬化性胆管炎,腹泻
小儿硬化性胆管炎,腹膜后纤维化
小儿硬脊膜外脓肿,败血症
神经根型颈椎病,肌肉萎缩
急性弥漫性腹膜炎,代谢性酸中毒
神经性厌食症与神经性贪食症,便秘
微病毒B19感染性风湿病,脑膜炎
微病毒B19感染性风湿病,溶血性贫血
小儿硬脑膜下血肿,脑疝
H7n7,休克
H7n7,胸腔积液
H7n7,败血症
H7n7,急性呼吸窘迫综合征
小儿硬皮病,心律失常
小儿硬皮病,吞咽困难
小儿硬皮病,心包炎
小儿硬皮病,吸收不良综合征
小儿幽门螺杆菌感染,腹痛
小儿幽门螺杆菌感染,腹胀
小儿幽门螺杆菌感染,消化性溃疡
小儿幽门螺杆菌感染,贫血
急性气管支气管炎,尿失禁
小儿尤因肉瘤,贫血
性病,流产
急性全自主神经失调症,营养不良
小儿有机磷农药中毒,瘫痪
急性乳突炎,脓肿
急性乳突炎,脑脓肿
急性乳突炎,脑膜炎
多肌腱末端病,腹泻
小儿右肺中叶综合征,贫血
男性病,性交疼痛
多毛状小阴唇,外阴瘙痒
小儿右室双出口,心力衰竭
小儿右室双出口,动脉导管未闭
急性嗜酸性粒细胞性肺炎,咳嗽
恶性雀斑样痣,雀斑
小儿预激综合征,猝死
血液病,紫癜
急性特发性心包炎,缩窄性心包炎
裂纹舌,口腔溃疡
小儿原发型肺结核,脑膜炎
急性右侧心力衰竭,休克
颚口线虫病,脑疝
急性杂合性白血病,颅内出血
小儿原发性腹膜炎,休克
急性早幼粒细胞白血病,休克
小儿原发性甲状旁腺功能亢进症,头痛
小儿原发性脑干损伤,瘫痪
妇科炎症,流产
急性左侧心力衰竭,代谢性酸中毒
急性左侧心力衰竭,代谢性碱中毒
急性左侧心力衰竭,低钾血症
急性左侧心力衰竭,低钠血症
非淋球菌性细菌性关节炎,脑膜炎
小儿原发性血小板增多症,腹痛
非特异性系统性坏死性小血管炎,呼吸衰竭
脑癌,颅内出血
小儿远端肾小管酸中毒,神经性耳聋
棘阿米巴性角膜炎,视神经萎缩
棘阿米巴性角膜炎,视网膜脱离
风湿病性贫血,贫血
棘球蚴病,腹痛
腹壁纤维肉瘤,贫血
宫颈疾病,月经不调
腹部大血管损伤,血尿
集聚肠杆菌感染,脓肿
小儿再发性呕吐,低钾血症
小儿再生障碍性贫血,心肌缺血
小儿早老症,肾结石
腹膜后纤维化,头痛
脊膜膨出与脊膜脊髓膨出,脑疝
小儿真菌感染性口炎,败血症
脊髓海绵状血管瘤,植物神经功能障碍
脊髓后动脉缺血症候群,共济失调
小儿真菌性肺炎,蛋白尿
腹腔肺吸虫病,肝大
小儿阵发性室性心动过速,猝死
脊髓内脓肿,尿潴留
革兰阳性球菌和革兰阴性杆菌性巩膜炎,角膜炎
癌症,脱发
格斯特曼综合征,耳聋
脊髓前中央动脉缺血症候群,瘫痪
小儿支气管肺发育不全,呼吸衰竭
小儿支气管肺炎,心包炎
小儿支气管肺炎,脑膜炎
小儿支气管肺炎,溶血性贫血
男科病,性交疼痛
小儿支气管扩张,脓胸
